title_year,imdbId,genres,director,cast,short_summary,poster,trailer,screenshot1,screenshot2,screenshot3,screenshot4,screenshot5,screenshot6,screenshot7,screenshot8,Animation,Mystery,Action,Thriller,Sci-Fi,Adventure,Children,Fantasy,Crime,Documentary,Drama,Romance,Comedy,War,Western,Horror
Overlord (2018),4530422,Action|Horror|Sci-Fi|Thriller|War,Julius Avery,"Jovan Adepo, Wyatt Russell, Mathilde Ollivier",A small group of American soldiers find horror behind enemy lines on the eve of D-Day.,Link not available,https://www.imdb.com/video/vi2568665625,https://m.media-amazon.com/images/M/MV5BMTU4MDk0NTY5N15BMl5BanBnXkFtZTgwODEzMTkzNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjM4OTAxMzIzOV5BMl5BanBnXkFtZTgwOTkyMTkzNjM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTA5MDA2MjYyODZeQTJeQWpwZ15BbWU4MDEwMzE5MzYz._V1_UY100_CR25,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BMTU1MzY1ODg5M15BMl5BanBnXkFtZTgwMjAzMTkzNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODA5NjM4NzM4OV5BMl5BanBnXkFtZTgwMzAzMTkzNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTY4MTQxNDk2MV5BMl5BanBnXkFtZTgwNDAzMTkzNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTk2Njc1MzI4Nl5BMl5BanBnXkFtZTgwNTAzMTkzNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjMzMTUyMDE2N15BMl5BanBnXkFtZTgwOTAzMTkzNjM@.V1_UY800.jpg,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True
Upgrade (2018),6499752,Action|Comedy|Horror|Sci-Fi|Thriller,Leigh Whannell,"Logan Marshall-Green, Melanie Vallejo, Steve Danielsen","Set in the near-future, technology controls nearly all aspects of life. But when Grey, a self-identified technophobe, has his world turned upside down, his only hope for revenge is an experimental computer chip implant called Stem.",https://m.media-amazon.com/images/M/MV5BMjI0NzcyMjM5Ml5BMl5BanBnXkFtZTgwMzk2NzAyNTM@.V1_UY800.jpg,https://www.imdb.com/video/vi615103257,https://m.media-amazon.com/images/M/MV5BMjE4MDMzMzc5M15BMl5BanBnXkFtZTgwNTI1OTU3NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjI2NzEwNzQ1Nl5BMl5BanBnXkFtZTgwNjI1OTU3NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTcwMjY4MTk5MV5BMl5BanBnXkFtZTgwOTI1OTU3NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQ1NTIyOTc1Nl5BMl5BanBnXkFtZTgwMDM1OTU3NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTIyMjAzNTgzMF5BMl5BanBnXkFtZTgwMjM1OTU3NTM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTc2ZmYxODEtNThkNi00MGMzLWE5YWYtOWYyNmQwZDJmNjQzXkEyXkFqcGdeQXVyMTA2Mjg0NTI5._V1_UY100_CR69,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BMGZiNTliMzMtZDg5Ni00Y2YwLTk3YTMtODg4YjY3NWU1ZjYxXkEyXkFqcGdeQXVyNzYwNzAxMjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYzAxODY1NzItYzZjZi00NGFkLWJlZGUtNGRkYTNjMmEzNjQ4XkEyXkFqcGdeQXVyNzYwNzAxMjM@.V1_UY800.jpg,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True
American Made (2017),3532216,Crime|Thriller,Doug Liman,"Tom Cruise, Domhnall Gleeson, Sarah Wright","The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",https://m.media-amazon.com/images/M/MV5BMTUxNzUwMjk1Nl5BMl5BanBnXkFtZTgwNDkwODI1MjI@.V1_UY800.jpg,https://www.imdb.com/video/vi2893330713,https://m.media-amazon.com/images/M/MV5BMTc1MjY1NTkxM15BMl5BanBnXkFtZTgwOTg5NzEyMzI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTczNTcwNTk1OV5BMl5BanBnXkFtZTgwMDk5NzEyMzI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQ2MDcyNjIzM15BMl5BanBnXkFtZTgwMTk5NzEyMzI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTcxMzg3ODc5MV5BMl5BanBnXkFtZTgwMzk5NzEyMzI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQzMzg3MjMxNF5BMl5BanBnXkFtZTgwNjk5NzEyMzI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjI5NDMxOTM3OF5BMl5BanBnXkFtZTgwNzk5NzEyMzI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjI0MDY1NTg3OF5BMl5BanBnXkFtZTgwODk5NzEyMzI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTM0MjY0Mzg5OV5BMl5BanBnXkFtZTgwOTk5NzEyMzI@.V1_UY800.jpg,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Booksmart (2019),1489887,Comedy,Olivia Wilde,"Kaitlyn Dever, Beanie Feldstein, Jessica Williams","On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.",https://m.media-amazon.com/images/M/MV5BMjEzMjcxNjA2Nl5BMl5BanBnXkFtZTgwMjAxMDM2NzM@.V1_UY800.jpg,https://www.imdb.com/video/vi1241628441,https://m.media-amazon.com/images/M/MV5BMTc3Nzc2NjM0NV5BMl5BanBnXkFtZTgwMDQyNzc1NzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzk1NTg0NzItZWJjZi00YmFjLTlmOTItYzY3ZTk2MzFjMTg0XkEyXkFqcGdeQXVyNDY2NzgwOTE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOWFlOTMyNTEtNDUwYS00ZDE3LWJhNDctNjY4NDY3NzQ5NzYwXkEyXkFqcGdeQXVyNDY2NzgwOTE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjBjYWU5NzgtY2Q0Ny00YTIzLTk1Y2YtYzQxZjIwZmQ0NjAwXkEyXkFqcGdeQXVyNDY2NzgwOTE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOWI3ZDljYWMtMWM4MS00YzM4LTkyMDItYjQyZDQ3NzExZGI1XkEyXkFqcGdeQXVyNDY2NzgwOTE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOGIwZGE5ZjItNWYyYS00NzJiLWEwZDgtN2JjYTVmMTliYjI1XkEyXkFqcGdeQXVyNDY2NzgwOTE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZThlOWQ2Y2UtZmY4YS00ZWQ1LWJiZTgtY2JlMTU1NzU0ZjE2XkEyXkFqcGdeQXVyNDY2NzgwOTE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMWJjODQzMGYtYWUzZi00Zjk2LWE4NjItOTRjOWI4OWY0YzgwXkEyXkFqcGdeQXVyNDY2NzgwOTE@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Knives Out (2019),8946378,Comedy|Crime|Drama|Mystery|Thriller,Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas","A detective investigates the death of a patriarch of an eccentric, combative family.",https://m.media-amazon.com/images/M/MV5BMGUwZjliMTAtNzAxZi00MWNiLWE2NzgtZGUxMGQxZjhhNDRiXkEyXkFqcGdeQXVyNjU1NzU3MzE@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BZjYyZTAyOTYtYTUxYS00NmZhLWFjZTUtYTA0OThiNjk1NTA0XkEyXkFqcGdeQXVyODk4OTc3MTY@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BY2UwYzdlY2UtOTE2Mi00NjEzLTgyNDItN2FlYWIxNWIwZDU5XkEyXkFqcGdeQXVyODk4OTc3MTY@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODYzMzJjNTAtYTM2NC00ODJhLWJlOWItMGMyMGY2ZjFmMmMxXkEyXkFqcGdeQXVyODk4OTc3MTY@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYzQ0YmIzYzYtOTk2NC00OWI3LWI2YjAtYzhlMDUwNWQ2NmRlXkEyXkFqcGdeQXVyODk4OTc3MTY@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMDY0OTA1ZDYtNDJjMy00YmRhLWJhOWYtZTNhNTBiMGIzZTEzXkEyXkFqcGdeQXVyODk4OTc3MTY@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMDM2MGVhZjUtNjlkYy00MmZhLWJlYWYtNjMyNTk1M2M1ZjUzXkEyXkFqcGdeQXVyODk4OTc3MTY@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjQwMGQxMTEtMDE0OS00MjdhLTg4MTItOGE4NmM5YWUzYjQ3XkEyXkFqcGdeQXVyODk4OTc3MTY@.V1_UY800.jpg,Link not available,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False
Doctor Sleep (2019),5606664,Horror,Mike Flanagan,"Ewan McGregor, Rebecca Ferguson, Kyliegh Curran","Years following the events of ""The Shining,"" a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal.",https://m.media-amazon.com/images/M/MV5BYmY3NGJlYTItYmQ4OS00ZTEwLWIzODItMjMzNWU2MDE0NjZhXkEyXkFqcGdeQXVyMzQzMDA3MTI@.V1_UY800.jpg,No trailer available,Link not available,Link not available,Link not available,Link not available,Link not available,Link not available,Link not available,Link not available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Judy (2019),7549996,Drama|Romance,Rupert Goold,"Renée Zellweger, Jessie Buckley, Finn Wittrock",Legendary performer Judy Garland (Renée Zellweger) arrives in London in the winter of 1968 to perform a series of sold-out concerts.,https://m.media-amazon.com/images/M/MV5BYmE0OTE5NWItMGYyZi00MzUxLWFjN2QtYzBkZGRjZGVmMGFmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,No trailer available,Link not available,Link not available,Link not available,Link not available,https://m.media-amazon.com/images/M/MV5BMjMzODk0ZDUtYjkzZS00Y2ZjLThlZTgtOWY4N2JkODY1ODNlXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTQwYjcyNmQtYTAzOS00ZmNkLWIwOGMtZGE1YjU0MDc2Zjc3XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZmY1ODM1MjItMGU3Mi00YmMwLThmOTEtZGVkZmY1ZmEwZDkyXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNTU5Y2FmM2EtMmNhZi00MzFkLThhNGUtYzA3NTRmZmYwMzMyXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Fast & Furious Presents: Hobbs & Shaw (2019),6806448,Action,David Leitch,"Dwayne Johnson, Jason Statham, Idris Elba","Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.",Link not available,No trailer available,Link not available,Link not available,Link not available,Link not available,Link not available,Link not available,Link not available,Link not available,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Lion King (2019),6105098,Adventure|Animation|Children|Drama,Jon Favreau,"Donald Glover, Beyoncé, Seth Rogen","After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",https://m.media-amazon.com/images/M/MV5BMjIwMjE1Nzc4NV5BMl5BanBnXkFtZTgwNDg4OTA1NzM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMDVlODU1YjYtOGVlNy00MzQ2LThjYTQtMmJmOGM0ZWIxMTA1XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTA0MGI0OGQtODRjOC00ZmQyLTk3MzAtZGVkMmY4YjhhYzZkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZGU4NDM4NmEtMDM5Ni00NGIyLTllNjItMGM5MjgwNTUzMjYzXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYTRmYzkyYmItNDQxMi00MDY0LTg2ODAtOTk1YzViY2Y1MjcwXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODVjZDYzYjMtNzlhMS00YmM0LTg5YzUtNzdiNzZiOGZiZDgwXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZGI5NmQ5NmItNDAzMC00OTRhLTk2NzMtMDljZDkwNTJiNjViXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMGFiNjU1YTItYzJmYi00YTljLTkwMGMtNjk1OWFlMDczZDAwXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNWI2YThjYjYtNmRhZC00MGFjLWJlNTUtNDJlZDIxZjZmMjc3XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
Pet Sematary (2019),837563,Horror|Thriller,Simon Kinberg,"Jason Clarke, Amy Seimetz, John Lithgow","Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home.",https://m.media-amazon.com/images/M/MV5BMjJiN2UwYWItNWJjNi00Zjg4LWE5NmItMmM4N2I3ZjY3OTY2XkEyXkFqcGdeQXVyODQxMTI4MjM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BNWVmOGU2YzMtMTZlMC00NTFiLTkyODUtYTM5NGY0NWNlNGE1XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMmI5ODQyZGUtNzAzZS00MmJkLTgxZTgtZGI3NGMwYWM5YzRlXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOWUzZDlkNmItOTM4MC00ZGQyLWEzNWYtYWMwY2IyOTQ1NjhiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjVhYzBlNmEtZDczYi00NDFhLTg2NGEtZjYyNDcxMmYyOTE2XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNzViOGExNWUtZGYzNS00MDQ2LWFhMDItNWMyODdiMGYyMmRkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOGI2NTBhNjktMThmMi00NjAxLWI5NjUtNjY0NmNiNDZjM2I3XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNTBkMDUzOGYtYjNkZS00ZTMzLWFjMDMtYTliMDFiOTYzY2NkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZDUwOWU4ZDUtMDRjZC00OWQxLWE2YmYtN2M1MjE5MmU0ZGM0XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Us (2019),6857112,Horror|Thriller,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss",A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.,https://m.media-amazon.com/images/M/MV5BZTliNWJhM2YtNDc1MC00YTk1LWE2MGYtZmE4M2Y5ODdlNzQzXkEyXkFqcGdeQXVyMzY0MTE3NzU@.V1_UY800.jpg,No trailer available,Link not available,https://m.media-amazon.com/images/M/MV5BMjQ0NjY3NjY3MV5BMl5BanBnXkFtZTgwNDU0Nzg2NzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTU4MTQxMTM5OV5BMl5BanBnXkFtZTgwNTU0Nzg2NzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTU5OTM5ODc5NV5BMl5BanBnXkFtZTgwNzU0Nzg2NzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTExNjY3NTcwNV5BMl5BanBnXkFtZTgwODU0Nzg2NzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjU0MTA3NTMwNl5BMl5BanBnXkFtZTgwOTU0Nzg2NzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjU0MjMyOTc4OF5BMl5BanBnXkFtZTgwMTY0Nzg2NzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTY4MzY5NjQzN15BMl5BanBnXkFtZTgwMjY0Nzg2NzM@.V1_UY800.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Happy Death Day 2U (2019),8155288,Horror|Mystery|Thriller,Christopher Landon,"Jessica Rothe, Israel Broussard, Phi Vu",Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.,https://m.media-amazon.com/images/M/MV5BMTg0NzkwMzQyMV5BMl5BanBnXkFtZTgwNDcxMTMyNzM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BODc5OTczOTc3N15BMl5BanBnXkFtZTgwNDgzNzU4NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTY5MTM2MTkwOV5BMl5BanBnXkFtZTgwNjgzNzU4NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNTA1MDY1MzMxOV5BMl5BanBnXkFtZTgwNzgzNzU4NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYTgyOGZhNDAtYWViMS00M2U4LWFjZWUtNjhkYjYxZDUxODgwXkEyXkFqcGdeQXVyNjQ4ODE4MzQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNWI0OTc0MWYtYTI0Mi00Y2QwLWFmYTAtZmMxNzk2OTBlYzY4XkEyXkFqcGdeQXVyNjQ4ODE4MzQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTIzMmVmMTMtMjEwZi00ZTg1LWExNWItNjdkMWU0MTUxNzZlXkEyXkFqcGdeQXVyNjQ4ODE4MzQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNDUyYzIyNzItMmQ1ZS00N2ZhLTgxZjUtMGNjNGRiOWI3Y2YwXkEyXkFqcGdeQXVyNjQ4ODE4MzQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BY2I1OGRkMTgtNWMwNi00ZDg2LWFjOWItYTk3ZGRlOTRjYzg2XkEyXkFqcGdeQXVyNjQ4ODE4MzQ@.V1_UY800.jpg,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Glass (2019),6823368,Drama|Horror|Mystery|Sci-Fi|Thriller,M. Night Shyamalan,"James McAvoy, Bruce Willis, Samuel L. Jackson","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",https://m.media-amazon.com/images/M/MV5BMTY1OTA2MjI5OV5BMl5BanBnXkFtZTgwNzkxMjU4NjM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTk0OTg5MDE3MF5BMl5BanBnXkFtZTgwNzg5ODU5NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTU0NjQ4MjIyOV5BMl5BanBnXkFtZTgwNTg5ODU5NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTg2OTAxOTk3MF5BMl5BanBnXkFtZTgwMjg5ODU5NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzQ1OTY4MTI1Nl5BMl5BanBnXkFtZTgwNjkxNDM5NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjE1MDQ1MDU3NV5BMl5BanBnXkFtZTgwODkxNDM5NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjc5OTk0ODA1OV5BMl5BanBnXkFtZTgwOTkxNDM5NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTkyODg2MzkxM15BMl5BanBnXkFtZTgwMDAyNDM5NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzc5MDQ1NDM1NF5BMl5BanBnXkFtZTgwMTAyNDM5NTM@.V1_UY800.jpg,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True
Mary Poppins Returns (2018),5028340,Children|Fantasy,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw","A few decades after her original visit, Mary Poppins (Emily Blunt), the magical nanny, returns to help the Banks siblings and Michael's (Ben Whishaw's) children through a difficult time in their lives.",https://m.media-amazon.com/images/M/MV5BMjQxNjE3NjYxN15BMl5BanBnXkFtZTgwMTk2NDQ3NjM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTYzMjkzMTk5M15BMl5BanBnXkFtZTgwNTE3MDQwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNTk2OTU5Mzk4Nl5BMl5BanBnXkFtZTgwNjk2MDQwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTY5MDMwNjI0Ml5BMl5BanBnXkFtZTgwNzk2MDQwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTc5NjgyNDE1OF5BMl5BanBnXkFtZTgwODk2MDQwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjM0NDU5MTU4OF5BMl5BanBnXkFtZTgwOTk2MDQwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQ1NDgyODYzOV5BMl5BanBnXkFtZTgwMDA3MDQwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTk2MTE3NDMyOF5BMl5BanBnXkFtZTgwMjA3MDQwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjUyOTc4NTI1Nl5BMl5BanBnXkFtZTgwNDA3MDQwNzM@.V1_UY800.jpg,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Ralph Breaks the Internet (2018),5848272,Animation|Children,Rob Marshall,"John C. Reilly, Sarah Silverman, Gal Gadot","Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",https://m.media-amazon.com/images/M/MV5BMTYyNzEyNDAzOV5BMl5BanBnXkFtZTgwNTk3NDczNjM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTU1NDYxMjIzN15BMl5BanBnXkFtZTgwMjI3OTYwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjM2NjYzMzY2NV5BMl5BanBnXkFtZTgwMzI3OTYwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjE5MTExNjc0MF5BMl5BanBnXkFtZTgwNDI3OTYwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTkzNzQzNzQzM15BMl5BanBnXkFtZTgwOTE3OTYwNzM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTA4MjE4MTcxNjReQTJeQWpwZ15BbWU4MDAyNzk2MDcz._V1_UY100_CR69,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BMzA1ODgzNzk4NV5BMl5BanBnXkFtZTgwMTI3OTYwNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTMzODg3MTk5MV5BMl5BanBnXkFtZTgwNjU3Nzg3NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTc2NzI0MjM3Ml5BMl5BanBnXkFtZTgwMDM1MzE1NjM@.V1_UY800.jpg,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Beauty and the Beast (2017),2771200,Fantasy|Romance,Bill Condon,"Emma Watson, Dan Stevens, Luke Evans","A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",https://m.media-amazon.com/images/M/MV5BMTUwNjUxMTM4NV5BMl5BanBnXkFtZTgwODExMDQzMTI@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMjExNzc5Njc3Ml5BMl5BanBnXkFtZTgwODYyMDg2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzE3MzQyODE1OV5BMl5BanBnXkFtZTgwOTYyMDg2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNTE4NDIwMDQ4OF5BMl5BanBnXkFtZTgwMDcyMDg2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjA3MzkyNzc3OF5BMl5BanBnXkFtZTgwMTcyMDg2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTc5MzAzOTY4OV5BMl5BanBnXkFtZTgwMjcyMDg2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjI4NTk5ODY2Ml5BMl5BanBnXkFtZTgwMzcyMDg2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTcxOTUyNDUyNV5BMl5BanBnXkFtZTgwNDcyMDg2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTUzMTgwNTc0NF5BMl5BanBnXkFtZTgwNTcyMDg2MTI@.V1_UY800.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
